parameter,snr,D_true,Dstar_true,f_true,crlb_unbiased_sd,bayes_floor_sd,npe_claimed_sd,npe_achieved_sd,claimed_below_unbiased,claimed_below_bayes
D,100.0,1.8857142857142857,104.28571428571429,0.02,0.04113548145618621,0.035719058981126955,0.33553582,0.1319196,0,0
Dstar,100.0,1.8857142857142857,104.28571428571429,0.02,2630.954450329576,104.20388544249693,22.883547,7.2951503,1,1
f,100.0,1.8857142857142857,104.28571428571429,0.02,0.012709741570717798,0.008951967134064962,0.13013521,0.029357852,0,0
D,100.0,1.8857142857142857,104.28571428571429,0.08142857142857143,0.043886376794624794,0.03825573240792495,0.402476,0.13165362,0,0
Dstar,100.0,1.8857142857142857,104.28571428571429,0.08142857142857143,646.1993386774394,102.95364192986426,37.435974,14.451795,1,1
f,100.0,1.8857142857142857,104.28571428571429,0.08142857142857143,0.012709741570717798,0.00905976136784843,0.114379235,0.038814545,0,0
D,100.0,1.8857142857142857,104.28571428571429,0.14285714285714285,0.0470315671315729,0.041320684828333155,0.3476857,0.07179434,0,0
Dstar,100.0,1.8857142857142857,104.28571428571429,0.14285714285714285,368.33362304614064,100.34146403832925,35.61601,9.111853,1,1
f,100.0,1.8857142857142857,104.28571428571429,0.14285714285714285,0.012709741570717798,0.009276864378316655,0.10385717,0.01977377,0,0
D,100.0,1.8857142857142857,104.28571428571429,0.20428571428571426,0.05066237033921676,0.044981422458006876,0.19086422,0.049785804,0,0
Dstar,100.0,1.8857142857142857,104.28571428571429,0.20428571428571426,257.57596017212626,96.66355405824737,31.35657,7.334859,1,1
f,100.0,1.8857142857142857,104.28571428571429,0.20428571428571426,0.012709741570717793,0.009565139319860512,0.064278334,0.012385226,0,0
D,100.0,1.8857142857142857,104.28571428571429,0.26571428571428574,0.054900662021291353,0.04932211638036169,0.21173513,0.06548152,0,0
Dstar,100.0,1.8857142857142857,104.28571428571429,0.26571428571428574,198.02882959469923,92.27280095687907,38.150097,5.149308,1,1
f,100.0,1.8857142857142857,104.28571428571429,0.26571428571428574,0.012709741570717801,0.009884874358601907,0.05949411,0.0131945275,0,0
D,100.0,1.8857142857142857,104.28571428571429,0.3271428571428572,0.059912824371430425,0.05446892294743673,0.17305723,0.078336686,0,0
Dstar,100.0,1.8857142857142857,104.28571428571429,0.3271428571428572,160.84437687604384,87.50304436499209,40.600075,5.768234,1,1
f,100.0,1.8857142857142857,104.28571428571429,0.3271428571428572,0.012709741570717789,0.010204844382187018,0.061573695,0.016123852,0,0
D,100.0,1.8857142857142857,104.28571428571429,0.38857142857142857,0.06593210345547601,0.06061930695309564,0.10383652,0.04232298,0,0
Dstar,100.0,1.8857142857142857,104.28571428571429,0.38857142857142857,135.41677317872816,82.62426722427811,30.579405,7.3655047,1,1
f,100.0,1.8857142857142857,104.28571428571429,0.38857142857142857,0.012709741570717794,0.01050528442348687,0.029958673,0.0064770933,0,0
D,100.0,1.8857142857142857,104.28571428571429,0.45,0.07329594877647722,0.06808100375027545,0.09099518,0.06362898,0,0
Dstar,100.0,1.8857142857142857,104.28571428571429,0.45,116.93130890353667,77.82939797493412,31.32698,5.3204217,1,1
f,100.0,1.8857142857142857,104.28571428571429,0.45,0.012709741570717793,0.010776290014053917,0.017040452,0.0083612185,0,0
D,100.0,1.8857142857142857,120.0,0.02,0.041054234547961005,0.03568650100956542,0.357461,0.10437278,0,0
Dstar,100.0,1.8857142857142857,120.0,0.02,5755.278654812416,119.97392409110027,23.188116,5.3006716,1,1
f,100.0,1.8857142857142857,120.0,0.02,0.012650065410757513,0.00893012283376244,0.13156214,0.033218887,0,0
D,100.0,1.8857142857142857,120.0,0.08142857142857143,0.04379969657838452,0.03811437647346301,0.37425825,0.11224596,0,0
Dstar,100.0,1.8857142857142857,120.0,0.08142857142857143,1413.577213462698,119.56993402300895,38.82508,14.685972,1,1
f,100.0,1.8857142857142857,120.0,0.08142857142857143,0.01265006541075751,0.008960291288907091,0.10676574,0.032237258,0,0
D,100.0,1.8857142857142857,120.0,0.14285714285714285,0.046938674833168735,0.04094170546908638,0.34957558,0.075997904,0,0
Dstar,100.0,1.8857142857142857,120.0,0.14285714285714285,805.739011673738,118.6909003848858,34.990047,9.817498,1,1
f,100.0,1.8857142857142857,120.0,0.14285714285714285,0.012650065410757505,0.009025237329994192,0.10369574,0.02203302,0,0
D,100.0,1.8857142857142857,120.0,0.20428571428571426,0.05056230682208481,0.04425582073932882,0.20366116,0.056548066,0,0
Dstar,100.0,1.8857142857142857,120.0,0.20428571428571426,563.4538543172993,117.36778227837458,29.422068,7.5430975,1,1
f,100.0,1.8857142857142857,120.0,0.20428571428571426,0.012650065410757506,0.00912123135569424,0.06968926,0.015821531,0,0
D,100.0,1.8857142857142857,120.0,0.26571428571428574,0.054792227431714496,0.04817103672648706,0.22079648,0.07813861,0,0
Dstar,100.0,1.8857142857142857,120.0,0.26571428571428574,433.1930170288913,115.64493424511011,39.80992,6.82365,1,1
f,100.0,1.8857142857142857,120.0,0.26571428571428574,0.012650065410757508,0.009243149415389763,0.062122207,0.015615574,0,0
D,100.0,1.8857142857142857,120.0,0.3271428571428572,0.05979449023333598,0.05284191642969189,0.15306829,0.09792115,0,0
Dstar,100.0,1.8857142857142857,120.0,0.3271428571428572,351.85109680075897,113.57621713764807,41.995174,4.4602017,1,1
f,100.0,1.8857142857142857,120.0,0.3271428571428572,0.01265006541075751,0.00938512086015538,0.05765275,0.020573126,0,0
D,100.0,1.8857142857142857,120.0,0.38857142857142857,0.06580188060724589,0.05848456311144342,0.106370755,0.036321193,0,0
Dstar,100.0,1.8857142857142857,120.0,0.38857142857142857,296.22757782122716,111.2207692414201,31.376987,9.683762,1,1
f,100.0,1.8857142857142857,120.0,0.38857142857142857,0.012650065410757505,0.009541153904738236,0.029825278,0.0066821324,0,0
D,100.0,1.8857142857142857,120.0,0.45,0.07315118155818505,0.06541202482878022,0.091668144,0.059938964,0,0
Dstar,100.0,1.8857142857142857,120.0,0.45,255.7901624361073,108.6390121026192,31.322035,5.685065,1,1
f,100.0,1.8857142857142857,120.0,0.45,0.01265006541075751,0.009705636743466941,0.016399816,0.006943439,0,0
D,100.0,2.142857142857143,10.0,0.02,0.12048536329906076,0.06726598745095959,0.16811612,0.19461009,0,0
Dstar,100.0,2.142857142857143,10.0,0.02,33.41608554583105,9.580219541129768,21.570242,4.7240076,1,0
f,100.0,2.142857142857143,10.0,0.02,0.07088901687011985,0.029348381385723876,0.13272445,0.03805742,0,0
D,100.0,2.142857142857143,10.0,0.08142857142857143,0.12854270485716268,0.10740423798548143,0.19039647,0.08442275,0,0
Dstar,100.0,2.142857142857143,10.0,0.08142857142857143,8.207459607747971,6.3442430901022355,17.97113,4.6587005,0,0
f,100.0,2.142857142857143,10.0,0.08142857142857143,0.07088901687011977,0.05656153346057274,0.12929255,0.034959864,0,0
D,100.0,2.142857142857143,10.0,0.14285714285714285,0.13775493203859251,0.12814448669121958,0.20805657,0.12329419,0,0
Dstar,100.0,2.142857142857143,10.0,0.14285714285714285,4.678251976416338,4.237469870798231,12.65004,7.2339854,0,0
f,100.0,2.142857142857143,10.0,0.14285714285714285,0.07088901687011968,0.06488924119970384,0.12289804,0.05836111,0,0
D,100.0,2.142857142857143,10.0,0.20428571428571426,0.1483895138656293,0.1429087816976396,0.21739726,0.13972725,0,0
Dstar,100.0,2.142857142857143,10.0,0.20428571428571426,3.2715048786128236,3.109341182216863,14.37751,9.177846,0,0
f,100.0,2.142857142857143,10.0,0.20428571428571426,0.07088901687011968,0.06772468075597814,0.10967689,0.061840616,0,0
D,100.0,2.142857142857143,10.0,0.26571428571428574,0.16080342261314273,0.1571749194214486,0.2229265,0.13807574,0,0
Dstar,100.0,2.142857142857143,10.0,0.26571428571428574,2.5151892346324347,2.439217719637998,8.79573,7.086509,0,0
f,100.0,2.142857142857143,10.0,0.26571428571428574,0.07088901687011953,0.068958839058624,0.10023346,0.0596355,0,0
D,100.0,2.142857142857143,10.0,0.3271428571428572,0.17548398985807995,0.17282767539209745,0.2239017,0.13327473,0,0
Dstar,100.0,2.142857142857143,10.0,0.3271428571428572,2.0429047931949107,2.0015644686723726,8.965108,7.362804,0,0
f,100.0,2.142857142857143,10.0,0.3271428571428572,0.07088901687011981,0.06959522760214962,0.089122355,0.047239445,0,0
D,100.0,2.142857142857143,10.0,0.38857142857142857,0.19311439070830508,0.1910224708157126,0.2381458,0.1272565,0,0
Dstar,100.0,2.142857142857143,10.0,0.38857142857142857,1.7199455795648093,1.6950566143604333,6.358754,9.396133,0,0
f,100.0,2.142857142857143,10.0,0.38857142857142857,0.0708890168701188,0.06996356121335397,0.08431479,0.039884992,0,0
D,100.0,2.142857142857143,10.0,0.45,0.2146830109692356,0.21293863531283652,0.25285578,0.08186559,0,0
Dstar,100.0,2.142857142857143,10.0,0.45,1.485159357592491,1.4690463586057994,8.019818,6.8872213,0,0
f,100.0,2.142857142857143,10.0,0.45,0.07088901687011985,0.07019503989484425,0.082451016,0.032274187,0,0
D,100.0,2.142857142857143,25.71428571428572,0.02,0.06080004622556848,0.047936546886769904,0.18524913,0.18838169,0,0
Dstar,100.0,2.142857142857143,25.71428571428572,0.02,62.512185645864136,23.780921107564637,23.04858,5.846742,1,0
f,100.0,2.142857142857143,25.71428571428572,0.02,0.022672819096379908,0.013946480828988453,0.1338116,0.03538476,0,0
D,100.0,2.142857142857143,25.71428571428572,0.08142857142857143,0.06486599021888023,0.060978416495906206,0.26392132,0.07751553,0,0
Dstar,100.0,2.142857142857143,25.71428571428572,0.08142857142857143,15.35387015863331,13.182700398610656,31.25802,16.16719,0,0
f,100.0,2.142857142857143,25.71428571428572,0.08142857142857143,0.022672819096379925,0.02039266517005739,0.08498767,0.04743161,0,0
D,100.0,2.142857142857143,25.71428571428572,0.14285714285714285,0.06951471951789992,0.06789970393328322,0.28335917,0.119510055,0,0
Dstar,100.0,2.142857142857143,25.71428571428572,0.14285714285714285,8.751705990420978,8.285007396758406,34.348217,12.106293,0,0
f,100.0,2.142857142857143,25.71428571428572,0.14285714285714285,0.022672819096379897,0.021800713833635507,0.07666743,0.040344436,0,0
D,100.0,2.142857142857143,25.71428571428572,0.20428571428571426,0.07488120594387786,0.0739879110674759,0.29141185,0.13270414,0,0
Dstar,100.0,2.142857142857143,25.71428571428572,0.20428571428571426,6.120074119175512,5.953770011234695,33.324387,8.3771,0,0
f,100.0,2.142857142857143,25.71428571428572,0.20428571428571426,0.022672819096379904,0.022226724545193123,0.09573031,0.03185706,0,0
D,100.0,2.142857142857143,25.71428571428572,0.26571428571428574,0.08114558698587541,0.08056197280763364,0.18846956,0.056065183,0,0
Dstar,100.0,2.142857142857143,25.71428571428572,0.26571428571428574,4.705218274419881,4.628372762083295,31.382032,7.986618,0,0
f,100.0,2.142857142857143,25.71428571428572,0.26571428571428574,0.022672819096379897,0.022404293738997917,0.050071746,0.006059896,0,0
D,100.0,2.142857142857143,25.71428571428572,0.3271428571428572,0.08855378282535037,0.08812944221964712,0.18303311,0.057438646,0,0
Dstar,100.0,2.142857142857143,25.71428571428572,0.3271428571428572,3.821705672672918,3.780184468377093,34.182632,7.1707325,0,0
f,100.0,2.142857142857143,25.71428571428572,0.3271428571428572,0.022672819096379925,0.022494050705889317,0.039933767,0.0070937355,0,0
D,100.0,2.142857142857143,25.71428571428572,0.38857142857142857,0.09745054138023372,0.09711767723825976,0.26611835,0.15719081,0,0
Dstar,100.0,2.142857142857143,25.71428571428572,0.38857142857142857,3.217538967066541,3.192642996672511,32.80741,7.4020753,0,0
f,100.0,2.142857142857143,25.71428571428572,0.38857142857142857,0.02267281909637994,0.02254544780841833,0.049883503,0.033545613,0,0
D,100.0,2.142857142857143,25.71428571428572,0.45,0.10833462782010378,0.10805775131251447,0.16782172,0.09563806,0,0
Dstar,100.0,2.142857142857143,25.71428571428572,0.45,2.778319362038404,2.762243090315956,35.68715,4.2831182,0,0
f,100.0,2.142857142857143,25.71428571428572,0.45,0.02267281909637989,0.02257754244712221,0.041744936,0.009909716,0,0
D,100.0,2.142857142857143,41.42857142857143,0.02,0.052594259026817206,0.0438595455928427,0.17741509,0.116001934,0,0
Dstar,100.0,2.142857142857143,41.42857142857143,0.02,128.57731492401132,39.4322256140334,19.680805,5.580459,1,1
f,100.0,2.142857142857143,41.42857142857143,0.02,0.016834989012639138,0.011046039287479343,0.13306762,0.030090926,0,0
D,100.0,2.142857142857143,41.42857142857143,0.08142857142857143,0.05611144897728867,0.052530691375202346,0.2178292,0.09688603,0,0
Dstar,100.0,2.142857142857143,41.42857142857143,0.08142857142857143,31.580393139230853,25.115437792484865,34.004726,15.388716,0,0
f,100.0,2.142857142857143,41.42857142857143,0.08142857142857143,0.016834989012639145,0.01476279270131556,0.06547757,0.044886116,0,0
D,100.0,2.142857142857143,41.42857142857143,0.14285714285714285,0.06013276948732765,0.05850547876167185,0.3225058,0.11259864,0,0
Dstar,100.0,2.142857142857143,41.42857142857143,0.14285714285714285,18.00082408936158,16.50970639256081,36.4795,5.23864,0,0
f,100.0,2.142857142857143,41.42857142857143,0.14285714285714285,0.01683498901263913,0.015972585409749378,0.08356439,0.033420376,0,0
D,100.0,2.142857142857143,41.42857142857143,0.20428571428571426,0.06477497610843194,0.06384804822241939,0.24617605,0.083547086,0,0
Dstar,100.0,2.142857142857143,41.42857142857143,0.20428571428571426,12.587988873679429,12.044275740997685,34.59503,8.567875,0,0
f,100.0,2.142857142857143,41.42857142857143,0.20428571428571426,0.016834989012639134,0.016381662082042784,0.072294876,0.012088685,0,0
D,100.0,2.142857142857143,41.42857142857143,0.26571428571428574,0.07019389434318406,0.06958063721139697,0.13684514,0.041388325,0,0
Dstar,100.0,2.142857142857143,41.42857142857143,0.26571428571428574,9.677862413635259,9.424137361198776,33.784496,3.4704409,0,0
f,100.0,2.142857142857143,41.42857142857143,0.26571428571428574,0.016834989012639138,0.01655891725746497,0.03453701,0.0030572815,0,0
D,100.0,2.142857142857143,41.42857142857143,0.3271428571428572,0.07660225412398432,0.07615347980137276,0.21985568,0.05639286,0,0
Dstar,100.0,2.142857142857143,41.42857142857143,0.3271428571428572,7.860621873083659,7.722836310142163,32.625847,5.0270905,0,0
f,100.0,2.142857142857143,41.42857142857143,0.3271428571428572,0.016834989012639138,0.016650101248362456,0.04475379,0.010749036,0,0
D,100.0,2.142857142857143,41.42857142857143,0.38857142857142857,0.08429827498223502,0.08394493542500175,0.15032066,0.10817748,0,0
Dstar,100.0,2.142857142857143,41.42857142857143,0.38857142857142857,6.617950032853519,6.5350939400941215,33.742554,4.1200714,0,0
f,100.0,2.142857142857143,41.42857142857143,0.38857142857142857,0.016834989012639127,0.01670280615186126,0.044943716,0.014842259,0,0
D,100.0,2.142857142857143,41.42857142857143,0.45,0.09371340699323794,0.09341881445443069,0.13546592,0.085494764,0,0
Dstar,100.0,2.142857142857143,41.42857142857143,0.45,5.714547329956058,5.6609464902929885,36.302193,4.2246795,0,0
f,100.0,2.142857142857143,41.42857142857143,0.45,0.016834989012639138,0.016735900974497234,0.030098343,0.0066974377,0,0
D,100.0,2.142857142857143,57.142857142857146,0.02,0.04975612759258773,0.04234225502383334,0.21351539,0.05693475,0,0
Dstar,100.0,2.142857142857143,57.142857142857146,0.02,267.79038118569326,55.88469838979749,23.486902,4.0346303,1,1
f,100.0,2.142857142857143,57.142857142857146,0.02,0.014870415016180718,0.010007089054270375,0.13418221,0.025614522,0,0
D,100.0,2.142857142857143,57.142857142857146,0.08142857142857143,0.05308352026207648,0.048526299944164485,0.25647867,0.0853356,0,0
Dstar,100.0,2.142857142857143,57.142857142857146,0.08142857142857143,65.77307608069658,43.13691297944627,35.088318,15.242554,1,1
f,100.0,2.142857142857143,57.142857142857146,0.08142857142857143,0.014870415016180714,0.012208316179597214,0.07146864,0.041403286,0,0
D,100.0,2.142857142857143,57.142857142857146,0.14285714285714285,0.056887839214191965,0.054363633323316785,0.34271887,0.15825954,0,0
Dstar,100.0,2.142857142857143,57.142857142857146,0.14285714285714285,37.49065336599705,31.346334078901577,36.221848,6.86707,0,0
f,100.0,2.142857142857143,57.142857142857146,0.14285714285714285,0.014870415016180716,0.013530116911120766,0.08997657,0.038854,0,0
D,100.0,2.142857142857143,57.142857142857146,0.20428571428571426,0.061279539548501225,0.059723348508893964,0.20983025,0.0648066,0,0
Dstar,100.0,2.142857142857143,57.142857142857146,0.20428571428571426,26.21724011608185,23.82894165148204,36.284348,6.324371,0,0
f,100.0,2.142857142857143,57.142857142857146,0.20428571428571426,0.014870415016180714,0.014111421676593744,0.06256895,0.0075238575,0,0
D,100.0,2.142857142857143,57.142857142857146,0.26571428571428574,0.0664060379932202,0.06533798383647804,0.14656192,0.03771376,0,0
Dstar,100.0,2.142857142857143,57.142857142857146,0.26571428571428574,20.156265250536055,19.008395097587936,34.89059,3.5971906,0,0
f,100.0,2.142857142857143,57.142857142857146,0.26571428571428574,0.014870415016180716,0.014392078056295679,0.0355526,0.0040691127,0,0
D,100.0,2.142857142857143,57.142857142857146,0.3271428571428572,0.07246858498623183,0.07167160528494186,0.3015398,0.15807055,0,0
Dstar,100.0,2.142857142857143,57.142857142857146,0.3271428571428572,16.371464351963777,15.738281835251323,32.629982,5.7502766,0,0
f,100.0,2.142857142857143,57.142857142857146,0.3271428571428572,0.014870415016180716,0.014544198570866718,0.060083125,0.032307684,0,0
D,100.0,2.142857142857143,57.142857142857146,0.38857142857142857,0.0797493073096149,0.07911456870088232,0.12913479,0.06762337,0,0
Dstar,100.0,2.142857142857143,57.142857142857146,0.38857142857142857,13.783328443381263,13.399050979101693,33.567966,4.321719,0,0
f,100.0,2.142857142857143,57.142857142857146,0.38857142857142857,0.014870415016180713,0.014634690217711271,0.040774133,0.006436467,0,0
D,100.0,2.142857142857143,57.142857142857146,0.45,0.08865637280133815,0.0881232985885189,0.11679969,0.066899925,0,0
Dstar,100.0,2.142857142857143,57.142857142857146,0.45,11.901794719364144,11.65174477933001,33.34793,4.2915907,0,0
f,100.0,2.142857142857143,57.142857142857146,0.45,0.01487041501618072,0.014692509714312437,0.022540445,0.0077184252,0,0
D,100.0,2.142857142857143,72.85714285714286,0.02,0.04861659984939594,0.0417361723227532,0.16230115,0.14527698,0,0
Dstar,100.0,2.142857142857143,72.85714285714286,0.02,570.6505344356121,72.27049732357017,24.207043,4.977449,1,1
f,100.0,2.142857142857143,72.85714285714286,0.02,0.014082885929077743,0.009604035127697644,0.13443853,0.025201406,0,0
D,100.0,2.142857142857143,72.85714285714286,0.08142857142857143,0.05186778770868681,0.04608815974657257,0.24369334,0.12442947,0,0
Dstar,100.0,2.142857142857143,72.85714285714286,0.08142857142857143,140.15978038769413,64.64497826161058,35.78218,14.8724575,1,1
f,100.0,2.142857142857143,72.85714285714286,0.08142857142857143,0.014082885929077743,0.01065102283270404,0.06746451,0.04207089,0,0
D,100.0,2.142857142857143,72.85714285714286,0.14285714285714285,0.0555849791611427,0.05136916489991331,0.3653112,0.1338543,0,0
Dstar,100.0,2.142857142857143,72.85714285714286,0.14285714285714285,79.89107482098574,53.833084833907755,36.83351,8.555171,1,1
f,100.0,2.142857142857143,72.85714285714286,0.14285714285714285,0.01408288592907775,0.011809463176929694,0.097208664,0.036342375,0,0
D,100.0,2.142857142857143,72.85714285714286,0.20428571428571426,0.05987609963498316,0.05683569912577807,0.20117873,0.05086723,0,0
Dstar,100.0,2.142857142857143,72.85714285714286,0.20428571428571426,55.8678844901998,44.33395222691081,37.30035,3.8131409,1,1
f,100.0,2.142857142857143,72.85714285714286,0.20428571428571426,0.014082885929077747,0.012585881535643283,0.060621236,0.008235075,0,0
D,100.0,2.142857142857143,72.85714285714286,0.26571428571428574,0.06488518968226774,0.06260856567791173,0.1498706,0.03777098,0,0
Dstar,100.0,2.142857142857143,72.85714285714286,0.26571428571428574,42.95219076397081,37.000850373482834,35.818703,4.343933,1,0
f,100.0,2.142857142857143,72.85714285714286,0.26571428571428574,0.014082885929077745,0.013058301655154883,0.036862563,0.0042150305,0,0
D,100.0,2.142857142857143,72.85714285714286,0.3271428571428572,0.0708088906511372,0.06902111595211291,0.28657463,0.16630672,0,0
Dstar,100.0,2.142857142857143,72.85714285714286,0.3271428571428572,34.88693223623829,31.465596114083386,33.963646,6.9215145,0,0
f,100.0,2.142857142857143,72.85714285714286,0.3271428571428572,0.014082885929077745,0.01334979681880046,0.0627555,0.033356972,0,0
D,100.0,2.142857142857143,72.85714285714286,0.38857142857142857,0.07792286798291032,0.07645301711785181,0.12982891,0.06360772,0,0
Dstar,100.0,2.142857142857143,72.85714285714286,0.38857142857142857,29.37171868418592,27.24134897270636,34.201332,5.3094306,0,0
f,100.0,2.142857142857143,72.85714285714286,0.38857142857142857,0.014082885929077745,0.013537145442767061,0.038285922,0.0050312965,0,0
D,100.0,2.142857142857143,72.85714285714286,0.45,0.08662594154983273,0.08536540614096219,0.106610715,0.072408065,0,0
Dstar,100.0,2.142857142857143,72.85714285714286,0.45,25.362245974916085,23.952454749531327,32.390488,4.5019326,0,0
f,100.0,2.142857142857143,72.85714285714286,0.45,0.01408288592907774,0.013662878979718782,0.01869773,0.007413889,0,0
D,100.0,2.142857142857143,88.57142857142857,0.02,0.048129346646256975,0.04149513547091829,0.18507142,0.119936,0,0
Dstar,100.0,2.142857142857143,88.57142857142857,0.02,1234.1878908077997,88.34422518113675,20.364511,5.4983454,1,1
f,100.0,2.142857142857143,88.57142857142857,0.02,0.013745470763610601,0.00944808023260493,0.13708697,0.024103828,0,0
D,100.0,2.142857142857143,88.57142857142857,0.08142857142857143,0.05134794992120105,0.044831483765887185,0.23239607,0.094943844,0,0
Dstar,100.0,2.142857142857143,88.57142857142857,0.08142857142857143,303.133867917705,85.0166969378646,35.643368,12.025636,1,1
f,100.0,2.142857142857143,88.57142857142857,0.08142857142857143,0.013745470763610594,0.009830218032777574,0.06461095,0.03093424,0,0
D,100.0,2.142857142857143,88.57142857142857,0.14285714285714285,0.055027886332220464,0.04908546491848959,0.3616246,0.1506403,0,0
Dstar,100.0,2.142857142857143,88.57142857142857,0.14285714285714285,172.786304713092,78.8192434534233,35.6642,8.859323,1,1
f,100.0,2.142857142857143,88.57142857142857,0.14285714285714285,0.013745470763610603,0.010469008889471502,0.09556916,0.036391012,0,0
D,100.0,2.142857142857143,88.57142857142857,0.20428571428571426,0.05927599963973479,0.054073674370310694,0.19188026,0.047154278,0,0
Dstar,100.0,2.142857142857143,88.57142857142857,0.20428571428571426,120.82958371544889,71.43485363097487,35.207985,4.7738376,1,1
f,100.0,2.142857142857143,88.57142857142857,0.20428571428571426,0.013745470763610598,0.011125183918393925,0.05818228,0.0063617243,0,0
D,100.0,2.142857142857143,88.57142857142857,0.26571428571428574,0.06423488676912895,0.05973682107832553,0.15854575,0.045752574,0,0
Dstar,100.0,2.142857142857143,88.57142857142857,0.26571428571428574,92.89586274897414,64.10374217020066,34.814144,3.7465763,1,1
f,100.0,2.142857142857143,88.57142857142857,0.26571428571428574,0.013745470763610594,0.011681581013373276,0.03725363,0.00517258,0,0
D,100.0,2.142857142857143,88.57142857142857,0.3271428571428572,0.07009921825760572,0.0661872594554901,0.26845804,0.14355624,0,0
Dstar,100.0,2.142857142857143,88.57142857142857,0.3271428571428572,75.45253480921045,57.436835216295655,33.90458,5.1949506,1,1
f,100.0,2.142857142857143,88.57142857142857,0.3271428571428572,0.013745470763610601,0.012116412597068657,0.060966194,0.028916668,0,0
D,100.0,2.142857142857143,88.57142857142857,0.38857142857142857,0.07714189672741185,0.07368420268624352,0.12374602,0.06810766,0,0
Dstar,100.0,2.142857142857143,88.57142857142857,0.38857142857142857,63.52437673275436,51.620401088887704,33.897682,5.843593,1,1
f,100.0,2.142857142857143,88.57142857142857,0.38857142857142857,0.013745470763610594,0.012446213799584101,0.036440793,0.0046879156,0,0
D,100.0,2.142857142857143,88.57142857142857,0.45,0.08575774493333058,0.08263402963570153,0.1024944,0.06908826,0,0
Dstar,100.0,2.142857142857143,88.57142857142857,0.45,54.8527951470133,46.634031707040535,32.43722,4.8593817,1,1
f,100.0,2.142857142857143,88.57142857142857,0.45,0.013745470763610598,0.012695079316439433,0.0178077,0.006983757,0,0
D,100.0,2.142857142857143,104.28571428571429,0.02,0.047913954366705154,0.04139890062432967,0.18949518,0.07027646,0,0
Dstar,100.0,2.142857142857143,104.28571428571429,0.02,2689.6116409087776,104.20741172480174,23.937952,6.3350344,1,1
f,100.0,2.142857142857143,104.28571428571429,0.02,0.013596099320911964,0.009387344565996561,0.13034788,0.022767847,0,0
D,100.0,2.142857142857143,104.28571428571429,0.08142857142857143,0.05111815349231685,0.04433838874364547,0.22018662,0.1393129,0,0
Dstar,100.0,2.142857142857143,104.28571428571429,0.08142857142857143,660.606367942507,103.01006009409996,35.189915,12.479133,1,1
f,100.0,2.142857142857143,104.28571428571429,0.08142857142857143,0.013596099320911968,0.009504334642488173,0.06325852,0.035363525,0,0
D,100.0,2.142857142857143,104.28571428571429,0.14285714285714285,0.05478162115926623,0.04789064224629652,0.35047886,0.1286934,0,0
Dstar,100.0,2.142857142857143,104.28571428571429,0.14285714285714285,376.545629727229,100.50248147607564,37.753246,6.133024,1,1
f,100.0,2.142857142857143,104.28571428571429,0.14285714285714285,0.013596099320911968,0.009740546669008508,0.09272681,0.035718128,0,0
D,100.0,2.142857142857143,104.28571428571429,0.20428571428571426,0.0590107229722796,0.05213611718238288,0.182315,0.045338724,0,0
Dstar,100.0,2.142857142857143,104.28571428571429,0.20428571428571426,263.3186221868734,96.95856095871422,35.986443,3.970486,1,1
f,100.0,2.142857142857143,104.28571428571429,0.20428571428571426,0.013596099320911966,0.010055437351663732,0.055406842,0.006047494,0,0
D,100.0,2.142857142857143,104.28571428571429,0.26571428571428574,0.06394741769564151,0.057174619997708905,0.16630717,0.034420867,0,0
Dstar,100.0,2.142857142857143,104.28571428571429,0.26571428571428574,202.44388695012304,92.70801044754462,35.84837,3.4839125,1,1
f,100.0,2.142857142857143,104.28571428571429,0.26571428571428574,0.013596099320911964,0.01040640155310186,0.0388832,0.0047298446,0,0
D,100.0,2.142857142857143,104.28571428571429,0.3271428571428572,0.06978550466148567,0.0631539631841045,0.24023053,0.15280706,0,0
Dstar,100.0,2.142857142857143,104.28571428571429,0.3271428571428572,164.43040599442313,88.06708595883596,34.258953,5.540305,1,1
f,100.0,2.142857142857143,104.28571428571429,0.3271428571428572,0.01359609932091197,0.01075948563086306,0.058092754,0.029998042,0,0
D,100.0,2.142857142857143,104.28571428571429,0.38857142857142857,0.07679666517654142,0.07030392437326953,0.12824544,0.060729012,0,0
Dstar,100.0,2.142857142857143,104.28571428571429,0.38857142857142857,138.4358932820695,83.29587880615091,32.796246,5.04383,1,1
f,100.0,2.142857142857143,104.28571428571429,0.38857142857142857,0.013596099320911964,0.011092774178923416,0.036915608,0.005168522,0,0
D,100.0,2.142857142857143,104.28571428571429,0.45,0.08537395505340187,0.07898183654866077,0.10363914,0.0636623,0,0
Dstar,100.0,2.142857142857143,104.28571428571429,0.45,119.53829515150126,78.58400355041228,32.574627,4.477635,1,1
f,100.0,2.142857142857143,104.28571428571429,0.45,0.013596099320911962,0.011394917701954539,0.01761423,0.0062626884,0,0
D,100.0,2.142857142857143,120.0,0.02,0.04781717074368976,0.04135965562672398,0.17045996,0.072706066,0,0
Dstar,100.0,2.142857142857143,120.0,0.02,5882.622936172083,119.97504048138877,20.806034,5.3620434,1,1
f,100.0,2.142857142857143,120.0,0.02,0.013528929974814244,0.009363096286665248,0.1325579,0.029612945,0,0
D,100.0,2.142857142857143,120.0,0.08142857142857143,0.05101489755858659,0.044173327700616216,0.28003323,0.099846326,0,0
Dstar,100.0,2.142857142857143,120.0,0.08142857142857143,1444.8547562527917,119.58825753963121,33.81201,14.807125,1,1
